timestamp_s,full_change,title_change,header_change,counter_change,hash_change,candidate_score
1.0,2.89351305582386e-07,0.0,0.0,0.0,0.0,2.4112608798532165e-05
2.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
3.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
4.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
5.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
6.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
7.0,1.7020721543303807e-07,0.0,0.0,0.0,0.0,1.4183934619419839e-05
8.0,0.0002214371197624132,0.00017541898705530912,0.0005860156379640102,0.00012323200644459575,0.001736111111111111,0.018453093313534435
9.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
10.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
11.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
12.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
13.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
14.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
15.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
16.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
17.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
19.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
20.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
21.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
22.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
23.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
24.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
25.0,1.702069596376532e-08,0.0,0.0,0.0,0.0,1.4183913303137767e-06
26.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
27.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
28.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
29.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
30.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
31.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
32.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
33.0,1.2765515293722274e-06,0.0,0.0,0.0,0.0,0.00010637929411435228
34.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
35.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
36.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
37.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
38.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
39.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
40.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
41.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
42.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
44.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
45.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
46.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
47.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
48.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
49.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
50.0,1.702069596376532e-08,0.0,0.0,0.0,0.0,1.4183913303137767e-06
51.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
52.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
53.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
54.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
55.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
56.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
57.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
58.0,1.2765515293722274e-06,0.0,0.0,0.0,0.0,0.00010637929411435228
59.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
60.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
61.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
62.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
63.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
64.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
65.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
66.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
67.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
69.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
70.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
71.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
72.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
73.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
74.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
75.0,1.702069596376532e-08,0.0,0.0,0.0,0.0,1.4183913303137767e-06
76.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
77.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
78.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
79.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
80.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
81.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
82.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
83.0,1.2765515293722274e-06,0.0,0.0,0.0,0.0,0.00010637929411435228
84.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
85.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
86.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
87.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
88.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
89.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
90.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
91.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
92.0,8.951182826422155e-05,0.00057461007963866,0.0,0.0,0.003472222222222222,0.023148148148148147
93.0,0.00017206219490617514,0.0011116905370727181,0.0,0.0,0.003472222222222222,0.027792263426817954
94.0,0.0002742714714258909,0.0017701643519103527,0.0,0.0,0.003472222222222222,0.04425410879775882
95.0,0.00016229231550823897,0.0010446655796840787,0.0,0.0,0.003472222222222222,0.026116639492101967
96.0,0.0003083468764089048,0.0019888486713171005,0.0,0.0,0.005208333333333333,0.04972121678292751
97.0,0.0003040236188098788,0.001961114350706339,0.0,0.0,0.001736111111111111,0.04902785876765847
98.0,0.0001587349979672581,0.0010216636583209038,0.0,0.0,0.003472222222222222,0.025541591458022594
99.0,0.00017541526176501065,0.0011295197764411569,0.0,0.0,0.001736111111111111,0.02823799441102892
100.0,0.0002527062315493822,0.0016331428196281195,0.0,0.0,0.005208333333333333,0.04082857049070299
101.0,0.0001607945014256984,0.0010337698040530086,0.0,0.0,0.005208333333333333,0.034722222222222224
102.0,0.00026594832888804376,0.0017148054903373122,0.0,0.0,0.005208333333333333,0.042870137258432806
103.0,0.00021054600074421614,0.0013574487529695034,0.0,0.0,0.001736111111111111,0.033936218824237585
104.0,0.0002772330481093377,0.0017676330171525478,0.0,0.0,0.006944444444444444,0.046296296296296294
105.0,0.00020932052575517446,1.1005748774550739e-06,0.0,0.0,0.006944444444444444,0.046296296296296294
106.0,0.0002716332965064794,0.0,0.0,0.0,0.005208333333333333,0.034722222222222224
107.0,0.00017178987036459148,0.0,0.0,0.0,0.003472222222222222,0.023148148148148147
108.0,0.00017851305892691016,6.636478065047413e-05,0.0,0.0,0.003472222222222222,0.023148148148148147
109.0,0.00027975215925835073,1.4307431683846517e-06,0.0,0.0,0.006944444444444444,0.046296296296296294
110.0,0.000264756876276806,0.0,0.0,0.0,0.001736111111111111,0.022063073023067165
111.0,8.215888374252245e-05,0.0,0.0,0.0,0.008680555555555556,0.05787037037037038
112.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,1.2867647456005216e-05,0.0,0.0,0.0,0.0,0.0010723039546671014
118.0,1.4127190297585912e-06,0.0,0.0,0.0,0.0,0.00011772658581321593
119.0,7.99975055087998e-07,0.0,0.0,0.0,0.0,6.666458792399983e-05
120.0,7.99975055087998e-07,0.0,0.0,0.0,0.0,6.666458792399983e-05
121.0,7.99975055087998e-07,0.0,0.0,0.0,0.0,6.666458792399983e-05
122.0,0.004219038411974907,0.0179767869412899,0.0,0.0,0.08680555555555555,0.5787037037037037
123.0,7.99975055087998e-07,0.0,0.0,0.0,0.0,6.666458792399983e-05
124.0,7.99975055087998e-07,0.0,0.0,0.0,0.0,6.666458792399983e-05
125.0,5.106209300720366e-06,0.0,0.0,0.0,0.0,0.00042551744172669714
126.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
127.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
128.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
129.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
130.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
131.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
132.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
133.0,1.2765515293722274e-06,0.0,0.0,0.0,0.0,0.00010637929411435228
134.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
135.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
136.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
137.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
138.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
139.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
140.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
141.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
142.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
144.0,0.00013504218077287078,0.0008694539428688586,0.0,0.0,0.006944444444444444,0.046296296296296294
145.0,0.00019195939239580184,0.0012364956783130765,0.0,0.0,0.001736111111111111,0.030912391957826912
146.0,0.00041316033457405865,0.0026668026112020016,0.0,0.0,0.008680555555555556,0.06667006528005004
147.0,0.00015764568524900824,0.0010145098203793168,0.0,0.0,0.006944444444444444,0.046296296296296294
148.0,0.0003112914855591953,0.002007998526096344,0.0,0.0,0.005208333333333333,0.0501999631524086
149.0,0.00012358726235106587,0.0007942848023958504,0.0,0.0,0.001736111111111111,0.01985712005989626
150.0,0.0006462899618782103,0.004176552873104811,0.0,0.0,0.010416666666666666,0.10441382182762027
151.0,8.023554255487397e-05,0.0005123174632899463,0.0,0.0,0.0,0.012807936582248658
152.0,0.00010830266546690837,0.0006946827052161098,0.0,0.0,0.006944444444444444,0.046296296296296294
153.0,1.1148556041007396e-05,6.66948253638111e-05,0.0,0.0,0.001736111111111111,0.011574074074074073
154.0,0.00044706554035656154,0.0028858170844614506,0.0,0.0,0.003472222222222222,0.07214542711153626
155.0,0.00026036554481834173,0.0016787067288532853,0.0,0.0,0.001736111111111111,0.04196766822133213
156.0,8.425243868259713e-05,0.0005399420624598861,0.0,0.0,0.0,0.013498551561497152
157.0,7.489095992241346e-07,0.0,0.0,0.0,0.0,6.240913326867788e-05
158.0,1.114152473746799e-05,5.762467117165215e-05,0.0,0.0,0.0,0.0014406167792913038
159.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
160.0,0.00011148555495310575,0.000715263478923589,0.0,0.0,0.0,0.017881586973089725
161.0,0.00011189404176548123,0.000718125025741756,0.0,0.0,0.0,0.0179531256435439
162.0,0.0002269879769301042,0.0014623337192460895,0.0,0.0,0.0,0.036558342981152236
163.0,0.00017669182852841914,0.0011374439345672727,0.0,0.0,0.0,0.028436098364181817
164.0,6.978477813390782e-07,0.0,0.0,0.0,0.0,5.8153981778256515e-05
165.0,6.978477813390782e-07,0.0,0.0,0.0,0.0,5.8153981778256515e-05
166.0,6.978477813390782e-07,0.0,0.0,0.0,0.0,5.8153981778256515e-05
167.0,9.082017641048878e-06,4.81596689496655e-05,0.0,0.0,0.0,0.0012039917237416375
168.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
169.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
170.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
171.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
172.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
173.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
174.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
175.0,1.702069596376532e-08,0.0,0.0,0.0,0.0,1.4183913303137767e-06
176.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
177.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
178.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
179.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
180.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
181.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
182.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
183.0,1.2765515293722274e-06,0.0,0.0,0.0,0.0,0.00010637929411435228
184.0,1.480799141972966e-06,0.0,0.0,0.0,0.0,0.00012339992849774717
185.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
186.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
187.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
188.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
189.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
190.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
191.0,0.0003387458564247936,0.0019594633486121893,0.0,0.0,0.006944444444444444,0.04898658371530473
192.0,0.00034444776247255504,0.0006156615563668311,0.0,0.0,0.0,0.028703980206046253
193.0,0.00031442323233932257,0.0017110634362325072,0.0,0.0,0.006944444444444444,0.046296296296296294
194.0,0.0005447132862173021,0.001192252617329359,0.0,0.0,0.010416666666666666,0.06944444444444445
195.0,8.340164185938193e-07,0.0,0.0,0.0,0.0,6.95013682161516e-05
196.0,0.0005452919867821038,0.0018106657080352306,0.0,0.0,0.005208333333333333,0.045440998898508646
197.0,8.340164185938193e-07,0.0,0.0,0.0,0.0,6.95013682161516e-05
198.0,8.340164185938193e-07,0.0,0.0,0.0,0.0,6.95013682161516e-05
199.0,8.340164185938193e-07,0.0,0.0,0.0,0.0,6.95013682161516e-05
200.0,1.649306977924425e-05,4.402308331918903e-05,0.0,0.0,0.0,0.0013744224816036876
201.0,1.1063467582062003e-06,0.0,0.0,0.0,0.0,9.219556318385003e-05
202.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
203.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
204.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
205.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
206.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
207.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
208.0,1.327613631474378e-06,0.0,0.0,0.0,0.0,0.0001106344692895315
209.0,1.5488819826714462e-06,0.0,0.0,0.0,0.0,0.00012907349855595385
210.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
211.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
212.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
213.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
214.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
215.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
216.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
217.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
219.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
220.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
221.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
222.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
223.0,0.0056488788686692715,0.030351320281624794,0.0,0.0,0.08506944444444445,0.7587830070406199
224.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,3.145967411910533e-06,1.192138029182388e-06,0.0,0.0,0.0,0.0002621639509925444
226.0,9.020992024488805e-07,0.0,0.0,0.0,0.0,7.517493353740672e-05
227.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
228.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
229.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
230.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
231.0,8.850785206959699e-07,0.0,0.0,0.0,0.0,7.375654339133082e-05
